time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-07-18T03:47:17.410Z,19.4768333435059,-155.590667724609,-2.78999996185303,2.38,ml,38,55,,0.289999992,hv,hv72049272,2020-07-18T03:52:50.330Z,"28 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.51,0.230000004,2.69,21,automatic,hv,hv
2020-07-18T03:32:13.030Z,17.8806,-66.8663,13,2.99,md,23,236,0.0954,0.13,pr,pr2020200000,2020-07-18T04:13:50.519Z,"10 km SSE of Guánica, Puerto Rico",earthquake,0.64,0.36,0.07,15,reviewed,pr,pr
2020-07-18T03:22:21.710Z,38.8391685,-122.8236694,2.19,1.14,md,23,65,0.009247,0.02,nc,nc73427676,2020-07-18T04:33:05.144Z,"9km WNW of Cobb, CA",earthquake,0.2,0.45,0.18,5,automatic,nc,nc
2020-07-18T03:18:36.550Z,62.1623,-152.1151,100.7,2.3,ml,,,,0.43,ak,ak02096tdn9l,2020-07-18T03:47:44.040Z,"42 km WNW of Skwentna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-07-18T03:17:37.763Z,-20.6745,-70.8356,35,4.7,mwr,,143,1.087,1.13,us,us7000aqqk,2020-07-18T11:12:18.821Z,"87 km SW of Iquique, Chile",earthquake,4.8,2,,,reviewed,us,guc
2020-07-18T03:15:57.530Z,38.8341675,-122.8178329,1.73,0.56,md,7,149,0.01235,0.02,nc,nc73427671,2020-07-18T04:08:47.043Z,"8km NW of The Geysers, CA",earthquake,0.41,1.16,,1,automatic,nc,nc
2020-07-18T03:14:15.224Z,-8.2685,119.5071,183.03,4.8,mb,,69,2.725,1,us,us7000aqqi,2020-07-18T03:31:14.040Z,"35 km N of Komodo, Indonesia",earthquake,8.6,7.9,0.134,17,reviewed,us,us
2020-07-18T03:10:23.150Z,38.037,-118.7875,3.03,1.46,md,18,102,0.3089,0.06,nc,nc73427666,2020-07-18T05:15:06.647Z,"28km SE of Bodie, CA",earthquake,0.37,9.39,0.133,17,reviewed,nc,nc
2020-07-18T03:00:10.117Z,62.9464,-151.4731,5.1,1,ml,,,,0.34,ak,ak02096t9qcn,2020-07-18T03:03:53.563Z,"61 km NW of Petersville, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-07-18T02:46:50.398Z,61.6603,-150.9342,56,1.7,ml,,,,0.38,ak,ak02096sy8ti,2020-07-18T02:51:29.719Z,"25 km WNW of Susitna, Alaska",earthquake,,0.9,,,automatic,ak,ak
2020-07-18T02:45:10.580Z,36.4508333,-117.9843333,7.14,1.49,ml,10,153,0.07804,0.17,ci,ci38596258,2020-07-18T02:48:49.737Z,"17km SSE of Lone Pine, CA",earthquake,0.42,1.08,0.217,15,automatic,ci,ci
2020-07-18T02:43:10.190Z,35.7298333,-117.4188333,3.17,1.08,ml,9,202,0.2092,0.22,ci,ci38596250,2020-07-18T02:46:57.583Z,"4km SSW of Searles Valley, CA",earthquake,0.92,4.28,0.153,14,automatic,ci,ci
2020-07-18T02:33:24.464Z,60.6268,-149.1717,8.8,2.4,ml,,,,0.68,ak,ak02096sveg9,2020-07-18T08:15:08.158Z,"18 km NE of Moose Pass, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-07-18T02:32:09.080Z,33.5008333,-116.7851667,7.31,0.3,ml,15,105,0.0758,0.13,ci,ci38596234,2020-07-18T02:35:55.654Z,"10km NE of Aguanga, CA",earthquake,0.27,0.83,0.111,7,automatic,ci,ci
2020-07-18T02:27:02.829Z,53.1635,-166.6524,48.62,4.3,mb,,148,0.688,1.08,us,us7000aqpz,2020-07-18T02:57:41.487Z,"79 km S of Unalaska, Alaska",earthquake,6.9,6.9,0.049,122,reviewed,us,us
2020-07-18T02:24:28.370Z,38.1775,-117.8732,5.6,1.1,ml,17,74.22,0.018,0.09,nn,nn00760993,2020-07-18T02:30:39.672Z,"31 km SE of Mina, Nevada",earthquake,,1.2,,,automatic,nn,nn
2020-07-18T02:18:34.290Z,38.1707,-117.8687,6.3,1.5,ml,16,70.73,0.01,0.15,nn,nn00760990,2020-07-18T02:25:40.291Z,"32 km SE of Mina, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-07-18T02:11:26.180Z,38.1647,-117.8843,6.4,1.3,ml,11,68.57,0.007,0,nn,nn00760988,2020-07-18T02:17:00.898Z,"31 km SE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-07-18T02:01:45.280Z,35.6186667,-117.4231667,11.79,1.5,ml,16,125,0.105,0.19,ci,ci38596210,2020-07-18T02:05:30.339Z,"17km S of Searles Valley, CA",earthquake,0.49,1.31,0.162,20,automatic,ci,ci
2020-07-18T01:56:12.590Z,37.643,-118.9673333,3.44,0.33,md,11,84,0.01857,0.06,nc,nc73427656,2020-07-18T05:11:04.626Z,"1km ENE of Mammoth Lakes, CA",earthquake,0.41,0.77,0.227,11,reviewed,nc,nc
2020-07-18T01:49:42.090Z,33.5576667,-116.938,12.63,0.46,ml,18,52,0.1015,0.26,ci,ci38596194,2020-07-18T01:53:26.255Z,"14km NNW of Aguanga, CA",earthquake,0.49,1.65,0.147,7,automatic,ci,ci
2020-07-18T01:46:30.940Z,37.5943333,-118.9778333,2.27,0.43,md,8,199,0.0269,0.06,nc,nc73427646,2020-07-18T05:11:14.628Z,"5km S of Mammoth Lakes, CA",earthquake,0.63,0.52,0.284,7,reviewed,nc,nc
2020-07-18T01:43:44.785Z,59.8391,-152.6755,87.9,1.2,ml,,,,0.15,ak,ak02096sc5m5,2020-07-18T01:47:57.595Z,"47 km W of Anchor Point, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-07-18T01:43:41.800Z,38.1635,-117.8905,13.5,0.9,ml,11,110.97,0.013,0.07,nn,nn00760979,2020-07-18T01:50:48.340Z,"31 km SE of Mina, Nevada",earthquake,,7.5,,,automatic,nn,nn
2020-07-18T01:37:15.596Z,-10.3609,161.3753,48,5.8,mww,,35,1.679,1.06,us,us7000aqpi,2020-07-18T03:39:39.011Z,"60 km W of Kirakira, Solomon Islands",earthquake,8.2,1.9,0.049,40,reviewed,us,us
2020-07-18T01:28:45.103Z,59.6947,-150.7898,40.2,1.6,ml,,,,0.43,ak,ak02096s8xzx,2020-07-18T01:46:16.140Z,"20 km SSE of Fox River, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-07-18T01:23:21.550Z,33.4975,-116.4943333,10.55,0.59,ml,20,61,0.06722,0.25,ci,ci38596178,2020-07-18T01:27:09.096Z,"18km ESE of Anza, CA",earthquake,0.44,0.84,0.19,12,automatic,ci,ci
2020-07-18T01:21:38.728Z,63.7514,-148.4462,92,1.3,ml,,,,0.26,ak,ak02096s7fg7,2020-07-18T01:25:30.110Z,"23 km E of McKinley Park, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-07-18T01:16:23.810Z,38.1762,-118.136,3.4,0.8,ml,11,159.89,0.08,0.05,nn,nn00760977,2020-07-18T01:45:48.406Z,"23 km S of Mina, Nevada",earthquake,,9.1,,,automatic,nn,nn
2020-07-18T00:25:20.380Z,40.2998333,-124.555,19.83,2.17,md,24,249,0.1629,0.12,nc,nc73427641,2020-07-18T09:13:02.859Z,"23km W of Petrolia, CA",earthquake,0.45,0.26,0.182,23,reviewed,nc,nc
2020-07-18T00:21:13.810Z,38.1527,-117.9385,7.3,1.4,ml,11,83.35,0.027,0.11,nn,nn00760974,2020-07-18T00:40:28.205Z,"30 km SSE of Mina, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-07-18T00:19:08.649Z,63.2178,-151.3997,0,1.2,ml,,,,0.99,ak,ak02096rli1c,2020-07-18T00:24:08.094Z,"39 km SSE of Denali National Park, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-07-18T00:15:16.196Z,61.0202,-147.5544,18.8,1.2,ml,,,,0.47,ak,ak02096rknr7,2020-07-18T00:18:15.879Z,"50 km WNW of Tatitlek, Alaska",earthquake,,0.9,,,automatic,ak,ak
2020-07-18T00:08:29.650Z,38.1332,-118.0523,0.8,1.2,ml,14,156.82,0.029,0.2,nn,nn00760971,2020-07-18T00:12:28.255Z,"28 km S of Mina, Nevada",earthquake,,16.6,,,automatic,nn,nn
2020-07-18T00:07:02.520Z,38.1348,-118.0518,1.2,1,ml,14,156.02,0.028,0.23,nn,nn00760969,2020-07-18T00:10:28.325Z,"28 km S of Mina, Nevada",earthquake,,16.3,,,automatic,nn,nn
2020-07-18T00:01:38.330Z,35.9113333,-117.4581667,0.19,1.57,ml,20,75,0.119,0.18,ci,ci38596090,2020-07-18T00:05:32.656Z,"17km NNW of Searles Valley, CA",earthquake,0.29,0.55,0.097,23,automatic,ci,ci
2020-07-17T23:53:29.490Z,38.1743,-117.9932,0.6,1.4,ml,10,110.16,0.032,0.1,nn,nn00760965,2020-07-18T00:02:32.039Z,"26 km SSE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-07-17T23:51:29.810Z,38.176,-117.993,1.6,0.8,ml,10,93.91,0.019,0.03,nn,nn00760964,2020-07-17T23:55:11.372Z,"25 km SSE of Mina, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-07-17T23:44:46.210Z,40.653,-121.2336667,13.07,0.87,md,7,172,0.2376,0.09,nc,nc73427636,2020-07-18T05:06:02.594Z,"39km N of Chester, CA",earthquake,0.72,2.49,0.047,5,reviewed,nc,nc
2020-07-17T23:39:18.889Z,59.8102,-153.346,137.9,1.3,ml,,,,0.56,ak,ak02095hvfkg,2020-07-17T23:48:13.714Z,"42 km E of Pedro Bay, Alaska",earthquake,,1.4,,,automatic,ak,ak
2020-07-17T23:37:58.462Z,38.1424,-117.8874,9.5,1.9,ml,27,56.93,0.019,0.1329,nn,nn00760959,2020-07-18T02:20:45.746Z,"33 km SE of Mina, Nevada",earthquake,,0.6,0.37,15,reviewed,nn,nn
2020-07-17T23:22:53.090Z,40.2921667,-124.4453333,18.69,1.96,md,9,257,0.07868,0.07,nc,nc73427621,2020-07-18T07:48:02.896Z,"14km WSW of Petrolia, CA",earthquake,0.57,0.64,0.09,9,reviewed,nc,nc
2020-07-17T23:22:40.870Z,40.3005,-124.445,17.08,1.6,md,12,272,0.07925,0.12,nc,nc73427606,2020-07-18T07:19:03.724Z,"14km WSW of Petrolia, CA",earthquake,0.94,0.52,0.14,9,reviewed,nc,nc
2020-07-17T23:17:27.150Z,38.1985,-117.838,9.8,1,ml,12,117.96,0.024,0.13,nn,nn00760956,2020-07-17T23:22:51.508Z,"31 km SE of Mina, Nevada",earthquake,,9.4,,,automatic,nn,nn
2020-07-17T23:08:06.879Z,64.7405,-147.6038,16.3,0.6,ml,,,,0.32,ak,ak02095horg0,2020-07-17T23:14:26.845Z,"7 km SSW of Badger, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-07-17T22:59:26.408Z,65.2728,-155.4388,9.6,1.4,ml,,,,0.76,ak,ak02095heavb,2020-07-17T23:02:53.325Z,"59 km N of Ruby, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-07-17T22:50:26.090Z,19.4731674194336,-155.579330444336,-2.52999997138977,1.74000001,md,9,117,,0.109999999,hv,hv72049002,2020-07-17T22:53:27.530Z,"30 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.45,0.230000004,1.15999997,6,automatic,hv,hv
2020-07-17T22:43:51.261Z,36.31095123,-98.17127991,1.119977951,2.66,ml,70,46.55635357,0.2457363456,0.7741920268,ok,ok2020nzmp,2020-07-17T23:30:09.040Z,"7 km N of Ames, Oklahoma",earthquake,1.446997376,1.228877656,,50,automatic,ok,ok
2020-07-17T22:43:31.560Z,34.3646667,-117.6193333,12.06,1.28,ml,24,85,0.0517,0.23,ci,ci38596010,2020-07-17T22:47:18.759Z,"1km ENE of Wrightwood, CA",earthquake,0.43,0.68,0.234,31,automatic,ci,ci
2020-07-17T22:41:24.610Z,38.8266678,-122.8051682,1.76,0.98,md,17,53,0.005036,0.01,nc,nc73427596,2020-07-17T23:08:03.386Z,"7km NW of The Geysers, CA",earthquake,0.27,0.43,0.09,4,automatic,nc,nc
2020-07-17T22:30:18.109Z,63.4625,-148.8882,5.3,1,ml,,,,0.41,ak,ak02095h82fe,2020-07-17T22:39:38.563Z,"8 km NNE of Cantwell, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-07-17T22:29:46.428Z,38.1792,-117.9839,2.2,2.1,ml,24,61,0.02,0.1407,nn,nn00760952,2020-07-18T02:20:43.582Z,"Nevada",earthquake,,0.6,0.67,12,reviewed,nn,nn
2020-07-17T22:24:44.950Z,46.3433333333333,-122.769,-0.47,1.6,ml,11,75,0.1916,0.44,uw,uw61660231,2020-07-18T00:20:10.470Z,"12 km SSE of Toledo, Washington",explosion,1.09,31.61,0.0854598493119442,7,reviewed,uw,uw
2020-07-17T22:24:12.280Z,46.207,-111.3655,3.99,2.12,ml,21,147,0.514,0.2,mb,mb80450929,2020-07-17T23:23:05.490Z,"6 km ENE of Toston, Montana",earthquake,0.54,2.93,0.181,8,reviewed,mb,mb
2020-07-17T22:17:34.600Z,38.137,-118.085,3.2,1,ml,13,173.9,0.062,0.07,nn,nn00760949,2020-07-17T22:23:11.771Z,"28 km S of Mina, Nevada",earthquake,,8.4,,,automatic,nn,nn
2020-07-17T22:13:39.480Z,35.7018318,-117.5823364,2.12,2.95,ml,52,56,0.08346,0.14,ci,ci38595986,2020-07-18T09:52:50.338Z,"12km NE of Ridgecrest, CA",earthquake,0.17,0.45,0.2,20,automatic,ci,ci
2020-07-17T22:13:05.890Z,35.7011667,-117.5833333,1.78,2.42,ml,31,56,0.1364,0.16,ci,ci38595978,2020-07-17T22:36:04.933Z,"12km NE of Ridgecrest, CA",earthquake,0.22,0.74,0.119,25,automatic,ci,ci
2020-07-17T22:10:28.340Z,35.7883333,-117.6101667,1.33,0.89,ml,11,123,0.1274,0.13,ci,ci38595970,2020-07-17T22:13:58.092Z,"19km W of Searles Valley, CA",earthquake,0.34,0.46,0.102,10,automatic,ci,ci
2020-07-17T22:09:05.619Z,64.7047,-148.9662,17.1,0.7,ml,,,,0.79,ak,ak02095h3jg7,2020-07-17T22:14:12.953Z,"13 km NNE of Four Mile Road, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-07-17T22:06:51.259Z,38.1235,-118.0789,4.8,2.2,ml,26,108.75,0.042,0.1405,nn,nn00760942,2020-07-18T02:20:41.516Z,"California-Nevada border region",earthquake,,1.5,0.37,13,reviewed,nn,nn
2020-07-17T21:58:11.370Z,35.7766667,-117.594,2.66,0.88,ml,8,221,0.1425,0.12,ci,ci38595954,2020-07-17T22:01:49.129Z,"17km W of Searles Valley, CA",earthquake,0.7,2.73,0.075,9,automatic,ci,ci
2020-07-17T21:52:57.790Z,32.9105,-116.2651667,13.66,0.68,ml,15,94,0.05447,0.23,ci,ci38595946,2020-07-17T21:56:46.143Z,"27km ENE of Pine Valley, CA",earthquake,0.57,0.91,0.167,9,automatic,ci,ci
2020-07-17T21:31:33.010Z,35.8201667,-117.6361667,7.27,0.38,ml,12,117,0.1053,0.18,ci,ci38595898,2020-07-18T00:15:07.408Z,"22km WNW of Searles Valley, CA",earthquake,0.34,1.22,0.031,3,reviewed,ci,ci
2020-07-17T21:31:02.830Z,35.8678333,-117.6771667,9.23,-0.28,ml,6,189,0.0828,0.11,ci,ci37450701,2020-07-18T00:14:51.768Z,"22km ESE of Little Lake, CA",earthquake,0.52,1.29,0.139,3,reviewed,ci,ci
2020-07-17T21:02:16.630Z,19.1688327789307,-155.459838867188,32.189998626709,1.84000003,md,41,127,,0.119999997,hv,hv72048912,2020-07-17T21:05:24.030Z,"Hawaii region, Hawaii",earthquake,0.56,0.839999974,1.20000005,12,automatic,hv,hv
2020-07-17T20:46:59.974Z,62.4644,-151.4556,80.2,2,ml,,,,0.43,ak,ak02095g4pxd,2020-07-17T20:52:06.494Z,"35 km W of Petersville, Alaska",earthquake,,0.9,,,automatic,ak,ak
2020-07-17T20:45:57.790Z,36.0508333,-117.8438333,2.23,1.15,ml,15,111,0.05722,0.14,ci,ci38595794,2020-07-17T20:49:27.677Z,"9km E of Coso Junction, CA",earthquake,0.26,0.3,0.288,15,automatic,ci,ci
2020-07-17T20:45:45.670Z,40.2361667,-121.38,2.85,0.88,md,9,242,0.1412,0.03,nc,nc73427571,2020-07-17T21:04:03.371Z,"15km WSW of Chester, CA",earthquake,0.64,31.61,0.199,8,reviewed,nc,nc
2020-07-17T20:38:28.340Z,38.1425,-117.9713,8.3,1.1,ml,16,109.06,0.03,0.09,nn,nn00760935,2020-07-17T20:45:52.381Z,"30 km SSE of Mina, Nevada",earthquake,,1,,,automatic,nn,nn
2020-07-17T20:34:12.440Z,33.8833333,-117.5286667,1.87,1.08,ml,18,111,0.09575,0.32,ci,ci38595778,2020-07-17T20:37:57.605Z,"1km NW of Home Gardens, CA",earthquake,0.68,1.02,0.192,35,automatic,ci,ci
2020-07-17T20:26:48.040Z,34.437,-117.6675,9.16,0.31,ml,5,221,0.05555,0.13,ci,ci38595754,2020-07-17T23:08:58.640Z,"2km WNW of Pinon Hills, CA",earthquake,1.76,0.87,0.019,3,reviewed,ci,ci
2020-07-17T20:21:11.860Z,36.479,-117.97,9.36,2.02,ml,17,113,0.09701,0.18,ci,ci38595746,2020-07-17T20:32:03.060Z,"15km SE of Lone Pine, CA",earthquake,0.41,0.76,0.222,25,automatic,ci,ci
2020-07-17T20:18:49.465Z,38.1221,-118.0825,5.2,1.9,ml,28,109.07,0.045,0.1381,nn,nn00760929,2020-07-18T02:20:39.298Z,"29 km S of Mina, Nevada",earthquake,,1.3,0.42,15,reviewed,nn,nn
2020-07-17T20:06:31.020Z,33.4843333,-116.437,12.55,0.66,ml,21,58,0.1072,0.28,ci,ci38595690,2020-07-17T20:10:15.227Z,"23km SSW of La Quinta, CA",earthquake,0.46,1.16,0.096,15,automatic,ci,ci
2020-07-17T20:04:02.440Z,46.5741666666667,-120.319833333333,8.48,1.09,ml,5,143,0.01446,0.06,uw,uw61660186,2020-07-18T00:06:00.980Z,"5 km ENE of Moxee City, Washington",earthquake,0.93,0.39,0.179736686816657,3,reviewed,uw,uw
2020-07-17T20:02:34.260Z,33.4765,-116.4416667,8.03,0.58,ml,19,74,0.11,0.21,ci,ci38595682,2020-07-17T20:06:15.663Z,"23km ESE of Anza, CA",earthquake,0.44,1.66,0.138,12,automatic,ci,ci
2020-07-17T19:58:30.680Z,68.8145,-146.4838,0,2,ml,,,,1.39,ak,ak02095flsnw,2020-07-17T20:01:45.260Z,"85 km NNW of Arctic Village, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-07-17T19:44:20.860Z,37.9305,-118.0988,2.6,1,ml,11,183.16,0.023,0.17,nn,nn00760927,2020-07-17T19:53:10.986Z,"29 km N of Dyer, Nevada",earthquake,,9.4,,,automatic,nn,nn
2020-07-17T19:43:12.281Z,60.3327,-153.0717,130.5,2.9,ml,,,,0.6,ak,ak02095fijgo,2020-07-17T21:08:36.040Z,"70 km ENE of Port Alsworth, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-07-17T19:36:57.202Z,63.2984,-151.3325,5,1.9,ml,,,,0.93,ak,ak02095fh4yg,2020-07-17T19:40:56.424Z,"33 km SE of Denali National Park, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-07-17T19:34:50.250Z,35.7891667,-117.6055,10.66,0.93,ml,9,212,0.131,0.11,ci,ci38595634,2020-07-17T19:38:30.062Z,"18km W of Searles Valley, CA",earthquake,0.53,0.67,0.185,10,automatic,ci,ci
2020-07-17T19:26:45.220Z,35.6275,-117.4703333,9.14,1.29,ml,29,65,0.04144,0.17,ci,ci38595626,2020-07-17T23:55:33.150Z,"17km SSW of Searles Valley, CA",earthquake,0.2,0.54,0.171,21,reviewed,ci,ci
2020-07-17T19:24:52.680Z,38.1622,-117.9778,4.3,0.3,ml,9,103.95,0.026,0.01,nn,nn00760925,2020-07-17T19:35:50.398Z,"27 km SSE of Mina, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-07-17T19:23:41.930Z,49.1073333333333,-122.134666666667,-0.8,1.57,md,6,279,0.1139,0.27,uw,uw61660171,2020-07-17T23:47:15.460Z,"10 km ENE of Abbotsford, Canada",explosion,2.27,31.61,0.119099032153433,5,reviewed,uw,uw
2020-07-17T19:23:26.260Z,33.8433333,-117.492,1.22,1.11,ml,28,51,0.04688,0.19,ci,ci38595602,2020-07-17T19:27:10.711Z,"5km SE of Home Gardens, CA",quarry blast,0.29,0.48,0.201,34,automatic,ci,ci
2020-07-17T19:18:24.507Z,67.3729,-143.1901,0,0.9,ml,,,,0.69,ak,ak02095fd7jm,2020-07-17T19:21:12.416Z,"83 km NNE of Chalkyitsik, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-07-17T19:12:50.180Z,38.1702,-117.8215,9.6,0.9,ml,10,122.4,0.015,0.03,nn,nn00760923,2020-07-17T19:26:51.262Z,"35 km SE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-07-17T19:11:03.310Z,46.0083333,-112.4688333,-2,1.83,ml,10,113,0.061,0.12,mb,mb80450829,2020-07-17T20:02:44.330Z,"5 km E of Butte, Montana",quarry blast,0.51,31.61,0.169,6,reviewed,mb,mb
2020-07-17T19:07:01.760Z,38.1833,-117.9458,0,0.9,ml,8,109.48,0.032,0.41,nn,nn00760921,2020-07-17T19:12:13.693Z,"27 km SSE of Mina, Nevada",earthquake,,11.1,,,automatic,nn,nn
2020-07-17T19:06:24.630Z,35.9221667,-117.752,9,0.85,ml,10,96,0.05983,0.06,ci,ci38595562,2020-07-17T19:10:10.327Z,"14km E of Little Lake, CA",earthquake,0.23,0.76,0.182,13,automatic,ci,ci
2020-07-17T19:03:03.210Z,36.443,-117.9955,3.81,1.58,ml,19,73,0.06834,0.16,ci,ci38595570,2020-07-18T00:02:25.935Z,"17km SSE of Lone Pine, CA",earthquake,0.24,0.68,0.153,21,reviewed,ci,ci
2020-07-17T19:01:25.060Z,40.7888333,-123.384,25.51,2.28,md,26,104,0.1794,0.21,nc,nc73427541,2020-07-18T06:51:06.541Z,"27km SE of Willow Creek, CA",earthquake,0.71,1.8,0.171,27,reviewed,nc,nc
2020-07-17T18:58:24.010Z,34.9941667,-118.1823333,-0.8,1.5,ml,21,53,0.1212,0.18,ci,ci38595546,2020-07-17T23:38:53.890Z,"6km S of Mojave, CA",quarry blast,0.39,31.61,0.129,22,reviewed,ci,ci
2020-07-17T18:47:16.750Z,38.1742,-117.7758,8.9,0.9,ml,11,137.83,0.052,0.02,nn,nn00760920,2020-07-17T19:08:51.063Z,"37 km SE of Mina, Nevada",earthquake,,3.2,,,automatic,nn,nn
2020-07-17T18:46:16.060Z,19.3873329162598,-155.415832519531,6.84999990463257,2.05,ml,14,142,,0.0799999982,hv,hv72048717,2020-07-17T18:51:57.220Z,"20 km WSW of Volcano, Hawaii",earthquake,0.47,1.17999995,0.3,10,automatic,hv,hv
2020-07-17T18:42:31.590Z,33.4976667,-116.7908333,6.66,0.67,ml,25,36,0.01668,0.19,ci,ci38595506,2020-07-17T18:45:59.124Z,"9km NE of Aguanga, CA",earthquake,0.27,0.66,0.173,17,automatic,ci,ci
2020-07-17T18:32:59.566Z,12.0932,94.9395,10.13,5.7,mww,,49,2.192,1.21,us,us7000aqj0,2020-07-17T20:35:06.393Z,"243 km E of Port Blair, India",earthquake,6.6,3.7,0.057,30,reviewed,us,us
2020-07-17T18:30:29.750Z,36.0488333,-117.8075,1.71,0.39,ml,7,159,0.04157,0.08,ci,ci38595490,2020-07-17T23:47:51.441Z,"13km E of Coso Junction, CA",earthquake,0.34,0.43,0.013,3,reviewed,ci,ci
2020-07-17T18:25:56.800Z,33.586,-116.8018333,6.56,0.58,ml,26,44,0.03242,0.13,ci,ci38595458,2020-07-17T20:15:44.343Z,"12km WNW of Anza, CA",earthquake,0.19,0.36,0.157,14,reviewed,ci,ci
2020-07-17T18:15:04.229Z,62.4061,-149.1689,27.7,1.5,ml,,,,1.02,ak,ak02095er36y,2020-07-17T18:21:28.861Z,"44 km NE of Y, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-07-17T18:10:32.140Z,38.1407,-118.0513,0.9,0.7,ml,11,157.61,0.074,0.18,nn,nn00760915,2020-07-17T18:26:10.649Z,"28 km S of Mina, Nevada",earthquake,,15.3,,,automatic,nn,nn
2020-07-17T18:06:54.870Z,33.3261667,-116.4036667,7.18,0.69,ml,26,79,0.03059,0.13,ci,ci38595418,2020-07-18T00:02:58.980Z,"8km NNW of Borrego Springs, CA",earthquake,0.19,0.35,0.097,15,reviewed,ci,ci
2020-07-17T18:06:41.769Z,59.9737,-152.8908,105.5,3.9,ml,,,,0.91,ak,ak02095ep8l8,2020-07-18T03:24:14.240Z,"63 km WNW of Anchor Point, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-07-17T18:04:58.210Z,38.1692,-117.7623,13.3,1.1,ml,12,110.16,0.057,0.05,nn,nn00760913,2020-07-17T18:08:51.881Z,"39 km SE of Mina, Nevada",earthquake,,1.2,,,automatic,nn,nn
2020-07-17T17:55:00.985Z,35.6558,82.4847,10,4.1,mb,,74,6.101,0.66,us,us7000aqi0,2020-07-17T19:35:32.040Z,"279 km SE of Hotan, China",earthquake,7.9,1.9,0.114,25,reviewed,us,us
2020-07-17T17:51:18.130Z,66.3252,-157.2001,6.8,1,ml,,,,0.2,ak,ak02095edeh1,2020-07-17T17:54:29.361Z,"62 km S of Shungnak, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-07-17T17:48:55.826Z,38.1519,-117.9825,11.3,2,ml,18,127.31,0.022,0.1352,nn,nn00760922,2020-07-18T02:20:36.891Z,"28 km SSE of Mina, Nevada",earthquake,,0.8,0.31,9,reviewed,nn,nn
2020-07-17T17:48:37.019Z,38.1578,-117.9758,11.6,2,ml,29,75.07,0.023,0.1398,nn,nn00760910,2020-07-18T02:20:35.321Z,"28 km SSE of Mina, Nevada",earthquake,,0.5,0.36,16,reviewed,nn,nn
2020-07-17T17:45:57.950Z,38.1988,-118.0135,5.9,0.9,ml,10,114.08,0.021,0.05,nn,nn00760909,2020-07-17T17:49:50.065Z,"22 km SSE of Mina, Nevada",earthquake,,8,,,automatic,nn,nn
2020-07-17T17:45:23.730Z,12.0002,95.1209,10.95,4.8,mb,,91,2.352,0.76,us,us7000aqhw,2020-07-17T18:17:44.040Z,"261 km E of Port Blair, India",earthquake,6.5,4.6,0.077,56,reviewed,us,us
2020-07-17T17:41:52.611Z,66.3094,-157.6389,0,2.2,ml,,,,0.83,ak,ak02095ebbyb,2020-07-17T17:52:48.539Z,"68 km SSW of Shungnak, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-07-17T17:38:35.529Z,62.3795,-149.6886,25.3,1.3,ml,,,,0.74,ak,ak02095eamuw,2020-07-17T17:52:48.150Z,"22 km ENE of Talkeetna, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-07-17T17:35:52.259Z,-8.0603,147.911,100.75,4.8,mb,,79,1.528,0.72,us,us7000aqhi,2020-07-17T18:03:29.040Z,"85 km NNW of Popondetta, Papua New Guinea",earthquake,7.3,3.4,0.072,65,reviewed,us,us
2020-07-17T17:35:45.260Z,38.1795,-117.8927,5.3,1,ml,14,102.18,0.019,0.07,nn,nn00760906,2020-07-17T17:47:31.297Z,"30 km SE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-07-17T17:34:36.280Z,47.6335,-120.2485,-1.15,0.85,ml,9,119,0.0637,0.12,uw,uw61660126,2020-07-17T23:43:58.530Z,"5 km SSW of Entiat, Washington",earthquake,0.31,0.88,0.0477309098417673,4,reviewed,uw,uw
